"code","lambdaZM_hat_T","lambdaZM_lo_T","lambdaZM_hi_T"
391,3.630714089591e-05,1.86235150851868e-05,0.000210692438496201
392,4.04853405919714e-05,1.83447346137321e-05,0.000227806331198964
393,3.89066608496574e-05,1.85124920634129e-05,0.000206488363802953
394,3.80644180072939e-05,1.84057697466454e-05,0.000208781163927457
395,3.64454808823075e-05,1.860180217192e-05,0.000193176584487951
396,3.92417952301979e-05,1.84915983391665e-05,0.000217575142085479
397,3.81851819475089e-05,1.83578774665939e-05,0.000207766001942338
398,3.72130844181548e-05,1.8741077645952e-05,0.000224791758532485
399,3.59829570901772e-05,1.87684566882822e-05,0.000195490780123939
400,4.59206786994237e-05,1.84060255674939e-05,0.000202656153098368
401,4.34176843685248e-05,1.84651217657509e-05,0.000213296571062683
402,4.30119152889734e-05,1.85394181111641e-05,0.000213182589439838
403,4.0846516679682e-05,1.86648645787089e-05,0.000210433285668316
404,4.30368840578078e-05,1.85891751355341e-05,0.00021773569440239
405,4.14253337216981e-05,1.84749656291214e-05,0.000203611819539112
406,4.11501475134487e-05,1.87373044961293e-05,0.00020701629608962
407,3.96389451600773e-05,1.8776865305738e-05,0.000210432555684272
408,4.39625585233417e-05,1.84964470651241e-05,0.00022277313282198
409,4.1930100589508e-05,1.85820735127272e-05,0.000211382615611153
410,4.21145319149692e-05,1.856045697231e-05,0.000201506315033216
411,4.00129867839023e-05,1.85287028031553e-05,0.000209397222785766
412,4.19135773324961e-05,1.8637382004405e-05,0.000231174583096733
413,4.05014392204403e-05,1.86335269296224e-05,0.000209180468398062
414,4.06587406753663e-05,1.88740748161261e-05,0.000216078244736432
415,3.90580024733395e-05,1.88208327432873e-05,0.000199450028652242
416,3.93823256220916e-05,1.85238650710355e-05,0.000225545404523875
